accountAgeDays,numItems,localTime,paymentMethod,paymentMethodAgeDays,label
157,1,4.921349,creditcard,100.2409722,0
877,1,4.965339,paypal,842.8423611,0
22,1,4.836982,creditcard,1.985416667,0
2000,1,2.94894,creditcard,346.7194444,0
2000,2,4.742303,paypal,0.000694444,0
4,1,4.876771,creditcard,3.157638889,0
188,1,5.017904,creditcard,187.3402778,0
971,1,4.876771,creditcard,0,0
197,1,4.742303,storecredit,54.84791667,0
143,1,4.52458,paypal,142.5104167,0
864,1,5.034622,creditcard,262.0569444,0
7,1,4.921318,paypal,0.000694444,0
3,1,5.034622,creditcard,2.864583333,0
633,1,5.034622,creditcard,0,0
99,1,4.895263,creditcard,59.00833333,0
2000,1,4.057414,paypal,131.9597222,0
2,1,4.745402,creditcard,0,0
2000,1,4.895263,creditcard,0,0
1070,1,4.748314,paypal,308.11875,0
627,1,4.886641,creditcard,0.000694444,0
268,1,4.748314,paypal,0.035416667,0
59,1,4.876771,creditcard,58.02291667,0
52,1,5.034622,creditcard,0,0
59,1,4.836982,paypal,54.74861111,0
190,1,4.876771,creditcard,0,0
96,1,4.742303,paypal,95.81319444,0
301,1,4.921318,creditcard,0,0
1460,1,4.742303,paypal,1092.505556,0
457,1,5.034622,creditcard,456.1368056,0
1,1,4.057414,paypal,0,1
98,1,4.52458,creditcard,97.22777778,0
2000,1,4.836982,creditcard,457.6520833,0
1849,1,5.034622,creditcard,239.8965278,0
2000,1,4.745402,creditcard,48.48611111,0
1874,1,4.921318,creditcard,0.009722222,0
2000,1,4.895263,creditcard,0,0
89,1,4.895263,creditcard,0.001388889,0
1289,1,4.876771,creditcard,0.007638889,0
2000,1,4.52458,creditcard,0,0
12,1,5.040929,creditcard,0.002777778,0
2000,1,4.057414,creditcard,310.68125,0
2000,1,5.017904,creditcard,0,0
429,1,4.886641,creditcard,0,0
173,1,4.962055,storecredit,1.928472222,0
2000,1,5.040929,creditcard,1054.008333,0
3,1,4.742303,creditcard,0.000694444,0
2000,1,4.52458,paypal,224.9881944,0
962,1,4.745402,creditcard,0.138888889,0
2000,1,5.034622,creditcard,91.14444444,0
948,1,4.886641,creditcard,0,0
508,1,4.836982,paypal,0,0
2000,1,4.748314,creditcard,0,0
172,1,5.034622,creditcard,0.001388889,0
2000,1,5.040929,creditcard,367.0597222,0
173,1,4.921349,paypal,0.002777778,0
2,1,4.52458,creditcard,1.303472222,0
1932,1,5.040929,paypal,135.7298611,0
7,1,4.921349,creditcard,0.014583333,0
2000,1,4.836982,paypal,0,0
1995,1,4.836982,creditcard,0.000694444,0
2000,1,4.965339,creditcard,422.0951389,0
2000,1,4.461622,paypal,0.495833333,0
19,1,5.017904,paypal,0.002083333,0
404,1,5.034622,paypal,1.135416667,0
1601,1,4.962055,creditcard,135.6013889,0
860,1,4.742303,storecredit,0,0
1220,1,4.745402,creditcard,569.8152778,0
201,2,4.745402,paypal,200.9465278,0
1,1,4.057414,creditcard,0.004166667,1
527,1,4.965339,creditcard,0,0
132,1,5.040929,creditcard,0,0
1542,1,4.748314,creditcard,0,0
40,1,3.954522,creditcard,0.000694444,0
2000,1,4.748314,creditcard,758.7097222,0
7,1,4.962055,creditcard,0,0
132,1,4.748314,creditcard,131.0215278,0
1,1,4.965339,creditcard,0,1
663,1,4.921318,paypal,0.013888889,0
899,1,5.017904,paypal,897.8298611,0
2000,1,5.040929,creditcard,0,0
977,1,4.965339,creditcard,0.005555556,0
3,1,4.921349,creditcard,2.090972222,0
175,1,4.742303,creditcard,0.004861111,0
1343,1,4.057414,creditcard,822.0506944,0
2000,1,4.921349,creditcard,0,0
17,1,4.921318,creditcard,0,0
1802,1,4.745402,creditcard,1683.210417,0
51,1,4.52458,creditcard,0.875,0
26,1,4.962055,paypal,25.06666667,0
2000,1,4.965339,creditcard,0,0
2000,1,4.836982,creditcard,0,0
643,1,4.52458,storecredit,0,0
784,1,5.017904,creditcard,0,0
550,1,4.505662,storecredit,9.615277778,0
74,1,4.962055,paypal,73.09513889,0
359,1,4.742303,paypal,358.4666667,0
64,1,4.461622,creditcard,63.97708333,0
2000,5,3.954522,creditcard,1411.454167,0
24,1,4.057414,creditcard,23.25902778,0
1837,1,4.52458,creditcard,0.000694444,0
165,1,4.895263,creditcard,0,0
1620,1,4.461622,creditcard,0,0
29,1,4.461622,creditcard,0,0
100,1,4.745402,storecredit,0.000694444,0
603,1,5.040929,creditcard,0,0
108,1,4.886641,creditcard,0,0
1613,1,4.921318,paypal,60.37986111,0
23,1,4.895263,creditcard,0,0
10,1,5.034622,paypal,9.319444444,0
1114,1,4.748314,creditcard,412.8465278,0
67,1,5.034622,creditcard,0.000694444,0
226,1,4.921318,creditcard,8.109027778,0
2000,1,4.836982,storecredit,183.5229167,0
110,1,4.886641,creditcard,109.8041667,0
443,1,5.034622,creditcard,0,0
1311,1,4.921349,creditcard,0,0
842,1,4.52458,creditcard,703.2770833,0
2000,2,4.965339,creditcard,1634.779167,0
9,1,4.886641,storecredit,0,0
1178,1,4.921349,paypal,0.126388889,0
897,1,4.057414,creditcard,896.0805556,0
563,1,5.034622,creditcard,0,0
1375,1,4.965339,creditcard,0,0
5,1,5.017904,creditcard,4.422222222,0
1933,1,4.962055,creditcard,0.000694444,0
1041,1,4.52458,creditcard,29.25069444,0
3,1,5.040929,creditcard,0.000694444,0
2000,1,4.962055,paypal,855.6854167,0
2000,1,5.017904,paypal,0.000694444,0
738,1,4.836982,creditcard,39.65208333,0
72,1,5.040929,paypal,0,0
2000,1,4.505662,paypal,183.1131944,0
2000,1,4.965339,paypal,106.0673611,0
780,1,4.52458,paypal,0,0
47,1,4.921318,paypal,0,0
2000,1,5.034622,creditcard,0,0
1923,1,4.52458,creditcard,1.794444444,0
1901,1,2.596228,creditcard,8.790972222,0
2,1,4.921349,creditcard,0,0
183,1,4.921349,creditcard,0,0
4,1,4.836982,creditcard,3.85625,0
30,1,4.886641,creditcard,0,0
2000,1,4.895263,creditcard,0,0
41,1,5.040929,creditcard,0,0
1403,1,4.921318,creditcard,264.0125,0
184,1,4.52458,creditcard,183.2479167,0
2000,1,4.962055,creditcard,1972.815278,0
924,1,4.461622,creditcard,44.36111111,0
1723,1,4.057414,creditcard,858.33125,0
875,1,4.876771,creditcard,0,0
485,1,4.748314,creditcard,0,0
822,1,5.034622,creditcard,0.017361111,0
42,1,5.017904,creditcard,0,0
635,1,4.962055,storecredit,0,0
305,1,4.965339,creditcard,0,0
456,1,4.876771,creditcard,455.3729167,0
2000,1,4.461622,paypal,0,0
3,1,4.505662,paypal,0,0
408,1,4.895263,creditcard,379.5847222,0
2000,1,4.748314,creditcard,29.87430556,0
2000,1,4.748314,creditcard,0,0
30,1,4.876771,creditcard,26.30694444,0
153,1,4.461622,paypal,0,0
2,1,4.745402,paypal,0,0
93,1,4.921318,creditcard,0,0
2,1,4.748314,creditcard,0,0
47,1,4.921349,storecredit,0.002083333,0
2000,1,4.836982,creditcard,0.000694444,0
2000,1,5.017904,creditcard,7.297222222,0
1880,1,5.034622,paypal,0,0
1601,1,4.895263,creditcard,0.022222222,0
438,1,2.94894,creditcard,0,0
1769,1,4.836982,paypal,0,0
1,2,5.040929,creditcard,0.000694444,1
925,1,4.886641,creditcard,88.76388889,0
227,1,5.017904,creditcard,0,0
2000,1,4.742303,creditcard,0,0
65,1,5.017904,paypal,64.02361111,0
26,1,4.921349,creditcard,0,0
18,1,4.748314,creditcard,0,0
2000,1,4.886641,paypal,0.590972222,0
556,1,4.965339,storecredit,0.907638889,0
1062,1,4.965339,creditcard,0,0
2000,1,4.745402,creditcard,635.7861111,0
23,1,4.921318,creditcard,0.015972222,0
188,1,4.886641,creditcard,187.6194444,0
2000,1,4.921349,paypal,0,0
1981,1,4.745402,creditcard,5.731944444,0
1948,1,4.52458,paypal,872.9125,0
2000,1,4.742303,creditcard,358.0020833,0
21,1,4.52458,creditcard,20.21180556,0
1801,1,4.505662,paypal,1056.394444,0
2000,1,4.921318,creditcard,193.0027778,0
95,1,4.886641,creditcard,0,0
1157,1,4.057414,paypal,0,0
15,1,4.962055,paypal,14.8375,0
1024,1,4.876771,creditcard,836.1236111,0
1,1,2.596228,creditcard,0.002083333,1
2000,1,4.965339,creditcard,179.1881944,0
2000,1,4.921318,paypal,0.007638889,0
196,1,4.748314,paypal,186.6881944,0
1992,1,4.886641,creditcard,319.7486111,0
1266,1,4.895263,creditcard,0,0
1917,1,4.742303,creditcard,131.8409722,0
12,1,4.742303,creditcard,0,0
1231,1,4.505662,creditcard,48.89513889,0
1800,1,4.886641,creditcard,0.002083333,0
199,1,4.886641,creditcard,198.7006944,0
9,1,4.962055,paypal,0.001388889,0
22,1,4.965339,creditcard,21.23125,0
8,1,4.742303,creditcard,0,0
241,1,5.017904,creditcard,0,0
54,1,4.965339,paypal,0.000694444,0
30,1,4.836982,paypal,0,0
9,1,5.017904,paypal,0.451388889,0
1784,1,2.94894,paypal,0,0
713,1,4.965339,creditcard,0.000694444,0
10,1,4.836982,creditcard,0.013194444,0
1142,1,4.836982,creditcard,0.710416667,0
26,1,4.52458,creditcard,0,0
15,1,5.034622,creditcard,0.000694444,0
566,1,5.034622,creditcard,150.0909722,0
364,1,3.575983,creditcard,0.002083333,0
242,1,5.040929,creditcard,0.015972222,0
44,1,4.52458,paypal,43.10347222,0
123,1,4.876771,paypal,0,0
21,1,4.748314,paypal,0,0
6,1,4.876771,creditcard,5.890972222,0
22,1,5.034622,paypal,0,0
2000,1,2.94894,creditcard,0.000694444,0
1606,1,4.742303,creditcard,0,0
1219,1,4.921318,creditcard,0.001388889,0
77,1,4.895263,creditcard,0,0
1809,1,5.040929,paypal,0.149305556,0
2000,1,4.745402,creditcard,0.568055556,0
2000,1,4.52458,creditcard,0.686805556,0
393,1,4.895263,creditcard,0,0
103,1,5.034622,paypal,0,0
242,1,4.876771,paypal,240.8326389,0
21,1,4.886641,creditcard,15.50763889,0
2000,1,4.748314,creditcard,0,0
1915,1,2.94894,paypal,408.0041667,0
1349,1,4.921318,creditcard,652.1458333,0
152,1,4.745402,creditcard,0,0
973,1,4.505662,creditcard,0,0
2000,1,4.962055,paypal,0,0
6,1,5.034622,paypal,5.451388889,0
203,1,4.921318,creditcard,0,0
592,1,4.886641,paypal,0,0
2000,1,4.836982,creditcard,655.8597222,0
104,1,4.52458,paypal,103.7513889,0
735,1,4.876771,creditcard,217.1729167,0
3,1,4.921318,creditcard,0,0
190,1,4.876771,creditcard,189.0361111,0
1586,1,4.962055,creditcard,0,0
19,1,3.575983,creditcard,0,0
63,1,5.034622,creditcard,0,0
1,1,4.748314,creditcard,0,1
1,1,4.505662,creditcard,0,1
124,1,4.52458,paypal,123.63125,0
268,1,4.745402,creditcard,0,0
2000,1,3.954522,creditcard,0.000694444,0
917,1,4.748314,creditcard,0.066666667,0
220,1,4.962055,creditcard,0.011111111,0
67,1,4.886641,creditcard,66.47083333,0
1861,1,5.017904,creditcard,0,0
1319,1,4.965339,paypal,0,0
901,1,4.965339,paypal,865.9034722,0
5,1,5.017904,paypal,0,0
1621,1,4.057414,creditcard,740.1152778,0
967,1,4.505662,paypal,190.9423611,0
1039,1,5.034622,creditcard,959.2340278,0
2000,1,4.876771,paypal,115.8701389,0
26,1,5.034622,creditcard,0,0
45,1,4.962055,creditcard,43.24305556,0
1651,1,4.745402,creditcard,0,0
188,1,4.921318,creditcard,0,0
4,2,4.52458,creditcard,0,0
717,1,4.921318,creditcard,198.1631944,0
30,1,4.52458,creditcard,29.05069444,0
66,1,4.876771,creditcard,0,0
4,1,4.921349,creditcard,0.000694444,0
132,1,4.745402,creditcard,24.49722222,0
513,1,3.954522,paypal,109.5590278,0
996,1,4.921349,paypal,0.96875,0
1052,1,3.954522,paypal,0.000694444,0
529,1,4.921318,creditcard,0.000694444,0
2000,1,4.962055,creditcard,0.769444444,0
1010,1,4.742303,creditcard,0.002083333,0
6,1,4.962055,creditcard,5.185416667,0
897,1,4.965339,paypal,0,0
190,1,4.921318,paypal,0,0
1,1,4.748314,creditcard,0,1
115,1,4.742303,creditcard,0.000694444,0
2000,1,4.965339,creditcard,0,0
32,1,4.745402,creditcard,5.171527778,0
131,1,4.461622,creditcard,130.2215278,0
1115,1,4.965339,creditcard,0,0
16,1,5.034622,creditcard,0.000694444,0
175,1,4.461622,storecredit,174.7465278,0
326,1,4.921349,creditcard,89.99722222,0
1505,1,4.921349,creditcard,0,0
9,1,4.886641,creditcard,8.89375,0
970,1,4.742303,creditcard,0,0
1805,1,4.742303,creditcard,0,0
1626,1,4.965339,paypal,0,0
2000,1,5.040929,paypal,0,0
531,1,4.965339,storecredit,496.7715278,0
1844,1,4.921318,creditcard,690.8395833,0
312,1,4.745402,creditcard,0.118055556,0
86,1,4.876771,creditcard,26.88680556,0
2000,1,4.748314,creditcard,0,0
1359,1,4.745402,paypal,0,0
37,1,4.748314,creditcard,0.0125,0
286,1,4.748314,creditcard,227.7805556,0
23,2,4.962055,paypal,0,0
2000,1,5.040929,creditcard,0,0
3,1,4.962055,paypal,2.679861111,0
107,1,4.461622,creditcard,0,0
2000,1,4.886641,creditcard,0,0
164,1,4.895263,paypal,0,0
40,1,4.921349,paypal,0,0
237,1,4.921349,paypal,0,0
783,1,4.745402,creditcard,0,0
7,1,4.745402,creditcard,6.113194444,0
650,1,4.745402,creditcard,0.003472222,0
1048,1,4.965339,creditcard,0,0
1279,1,4.965339,creditcard,0.000694444,0
2000,1,4.748314,paypal,0,0
1705,1,4.742303,creditcard,0.004166667,0
2000,1,4.876771,creditcard,0,0
6,2,4.921318,creditcard,0,0
2000,1,5.040929,creditcard,106.2736111,0
33,1,4.876771,creditcard,32.79027778,0
2000,1,4.505662,creditcard,1.509722222,0
2000,1,4.745402,creditcard,508.5416667,0
7,1,5.017904,paypal,0,0
1117,1,5.040929,creditcard,11.03611111,0
1980,1,4.745402,paypal,45.81944444,0
4,1,4.876771,creditcard,3.053472222,0
2000,1,4.742303,paypal,186.5388889,0
2000,1,4.836982,creditcard,698.7652778,0
72,1,4.52458,creditcard,71.37291667,0
859,1,4.742303,creditcard,857.3701389,0
2000,1,4.886641,paypal,369.6194444,0
1722,1,5.034622,creditcard,548.8777778,0
2000,1,4.895263,creditcard,0.068055556,0
2000,1,5.040929,creditcard,136.6347222,0
559,1,5.034622,paypal,0.000694444,0
2000,1,5.040929,creditcard,0.017361111,0
30,1,5.034622,creditcard,0.003472222,0
1969,1,4.745402,creditcard,0,0
1600,1,4.52458,creditcard,60.14583333,0
244,1,4.962055,paypal,243.7347222,0
2000,1,5.040929,creditcard,0.031944444,0
128,1,4.962055,creditcard,31.83263889,0
1945,1,5.040929,creditcard,0.000694444,0
2000,1,4.965339,creditcard,0,0
2000,1,4.876771,creditcard,704.89375,0
56,2,4.52458,storecredit,55.10972222,0
992,1,4.748314,creditcard,0,0
893,1,4.921349,creditcard,0.001388889,0
81,1,5.034622,creditcard,45.27013889,0
1603,1,4.965339,creditcard,1602.894444,0
2,1,4.962055,creditcard,1.14375,0
851,1,5.017904,creditcard,0.009722222,0
1314,1,4.962055,paypal,0.004861111,0
1780,1,3.483951,creditcard,0.000694444,0
5,1,4.895263,creditcard,0.001388889,0
131,1,4.748314,creditcard,0,0
50,1,4.921318,paypal,0.023611111,0
674,1,4.965339,creditcard,219.7284722,0
21,1,4.921318,creditcard,0.001388889,0
2000,1,4.962055,creditcard,488.7673611,0
480,1,4.057414,paypal,256.9166667,0
2000,1,3.954522,creditcard,421.4923611,0
4,1,4.745402,creditcard,0.002777778,0
1518,1,5.017904,paypal,1105.826389,0
2000,2,4.962055,creditcard,0,0
9,1,4.876771,creditcard,0,0
1075,1,3.066058,paypal,8.110416667,0
12,1,4.921318,paypal,11.12777778,0
148,1,4.886641,paypal,0,0
334,1,4.921318,paypal,333.2479167,0
2000,1,4.52458,creditcard,148.9881944,0
478,2,4.876771,creditcard,0,0
70,1,5.034622,creditcard,69.12013889,0
44,1,4.505662,creditcard,0,0
84,1,4.52458,creditcard,83.57777778,0
1799,1,4.921349,creditcard,544.5701389,0
1,1,3.954522,creditcard,0.001388889,1
598,1,4.921318,creditcard,0.045138889,0
2000,1,4.876771,creditcard,857.7236111,0
2000,1,5.034622,creditcard,317.1736111,0
2,1,4.965339,creditcard,1.291666667,0
2000,1,4.742303,paypal,49.88958333,0
43,1,4.742303,creditcard,0,0
1148,1,5.017904,paypal,0.002083333,0
244,2,4.836982,creditcard,50.00902778,0
721,1,4.745402,creditcard,72.82430556,0
198,1,4.505662,creditcard,0,0
605,1,4.748314,creditcard,0,0
873,1,4.886641,creditcard,0.530555556,0
5,1,4.876771,creditcard,0,0
1781,1,4.921318,creditcard,0,0
1211,3,4.921318,paypal,34.29513889,0
356,1,5.017904,paypal,346.3083333,0
812,1,4.505662,paypal,0,0
2000,1,3.954522,paypal,0.509722222,0
4,1,4.886641,creditcard,0.000694444,0
2000,1,4.52458,creditcard,1333.305556,0
2000,1,3.954522,creditcard,184.6298611,0
141,1,4.886641,creditcard,112.9916667,0
111,1,4.965339,creditcard,110.8430556,0
1777,1,4.965339,paypal,0,0
28,1,4.886641,creditcard,0,0
784,1,4.886641,creditcard,134.7194444,0
1976,1,4.745402,creditcard,0,0
2000,1,4.921318,creditcard,0,0
1822,1,4.886641,creditcard,0,0
1772,1,4.505662,paypal,721.0909722,0
763,1,4.921318,creditcard,0,0
1930,1,5.034622,creditcard,0,0
46,1,4.836982,creditcard,0,0
1,2,4.745402,storecredit,0.000694444,1
2000,1,3.575983,creditcard,604.3256944,0
2000,1,4.962055,creditcard,0.013194444,0
2000,1,5.017904,creditcard,0,0
39,1,5.040929,creditcard,0.000694444,0
2000,1,4.965339,creditcard,0.005555556,0
2000,1,4.965339,creditcard,497.6791667,0
2000,1,5.040929,creditcard,86.27638889,0
144,1,4.876771,paypal,143.7652778,0
2000,1,3.066058,creditcard,0,0
2000,1,4.921349,paypal,0.222222222,0
175,1,5.017904,paypal,0,0
1879,1,5.034622,creditcard,97.875,0
501,1,4.965339,creditcard,10.27777778,0
2,1,4.921349,creditcard,0.953472222,0
2000,1,4.965339,paypal,0.307638889,0
1630,1,5.017904,creditcard,0.000694444,0
453,1,5.034622,creditcard,28.83402778,0
875,1,4.886641,creditcard,0,0
903,1,4.836982,creditcard,0,0
1962,1,4.965339,paypal,1398.143056,0
1170,1,4.921349,creditcard,0.000694444,0
1751,1,5.017904,creditcard,1382.357639,0
98,1,4.748314,creditcard,0,0
90,1,4.895263,creditcard,89.83125,0
553,1,4.876771,paypal,0.009722222,0
68,1,5.034622,paypal,0,0
123,1,4.836982,creditcard,63.60555556,0
72,1,5.040929,creditcard,62.10347222,0
840,1,4.057414,creditcard,237.4173611,0
890,1,4.748314,paypal,0.011111111,0
579,1,4.895263,creditcard,0,0
190,1,4.836982,creditcard,1.671527778,0
2000,1,4.921349,creditcard,848.2520833,0
1739,2,5.017904,creditcard,0.000694444,0
1283,1,4.52458,creditcard,0.127777778,0
596,1,4.505662,creditcard,0,0
105,1,4.52458,creditcard,104.1236111,0
245,1,4.748314,paypal,0,0
2000,1,5.017904,creditcard,886.4347222,0
17,1,4.895263,creditcard,0,0
6,1,5.034622,storecredit,5.942361111,0
472,1,4.965339,creditcard,1.139583333,0
1951,1,4.836982,paypal,0,0
858,1,4.962055,creditcard,203.8763889,0
1179,1,3.954522,paypal,0.004166667,0
1805,1,4.921318,creditcard,0,0
4,1,4.836982,creditcard,0.000694444,0
1075,1,3.066058,creditcard,8.101388889,0
495,1,5.040929,paypal,0,0
95,1,4.921349,creditcard,94.69305556,0
1449,1,4.748314,creditcard,1448.065278,0
1775,1,4.921318,paypal,332.1368056,0
12,1,4.962055,creditcard,0,0
276,1,4.886641,paypal,275.0208333,0
2000,1,4.886641,paypal,0.283333333,0
2000,1,4.962055,creditcard,0,0
3,1,4.876771,creditcard,2.961805556,0
4,1,4.745402,paypal,0,0
23,1,4.921349,creditcard,22.87569444,0
1359,1,4.748314,creditcard,0,0
4,1,4.895263,creditcard,3.002777778,0
45,1,4.745402,creditcard,44.72986111,0
280,1,4.962055,creditcard,0.001388889,0
1838,1,4.962055,creditcard,79.06319444,0
420,1,4.965339,storecredit,118.4715278,0
110,1,4.748314,paypal,109.6722222,0
5,1,4.742303,creditcard,4.711111111,0
580,1,4.962055,paypal,219.7930556,0
4,1,4.745402,paypal,3.275694444,0
494,2,5.017904,creditcard,0,0
512,1,4.748314,creditcard,0,0
435,1,4.895263,creditcard,0,0
1,1,4.921349,creditcard,0.001388889,1
60,1,5.034622,paypal,17.07152778,0
49,1,4.836982,creditcard,14.20347222,0
938,1,4.748314,creditcard,0,0
16,1,4.965339,creditcard,0,0
163,1,4.876771,paypal,5.356944444,0
39,1,4.505662,creditcard,0,0
1321,1,4.748314,creditcard,0.000694444,0
20,1,4.886641,paypal,19.03125,0
2000,1,5.034622,paypal,0,0
7,1,5.034622,creditcard,3.297916667,0
529,1,4.52458,creditcard,0.000694444,0
2000,1,4.745402,creditcard,0,0
2000,1,4.886641,paypal,466.8944444,0
1243,1,4.52458,creditcard,0,0
57,1,4.836982,creditcard,0,0
986,1,4.886641,creditcard,0.045833333,0
272,1,4.876771,paypal,0.000694444,0
2000,1,4.921318,creditcard,0,0
2000,1,3.575983,creditcard,1703.478472,0
1,1,4.895263,creditcard,0,1
2000,1,4.962055,creditcard,0.011111111,0
354,1,5.017904,paypal,0.013194444,0
10,1,4.52458,creditcard,0,0
239,1,4.921349,paypal,204.8645833,0
120,1,5.034622,paypal,0,0
2000,1,5.017904,creditcard,285.9354167,0
3,1,4.505662,creditcard,2.15,0
2000,1,5.034622,paypal,1602.714583,0
160,1,5.034622,creditcard,0,0
1939,1,2.596228,creditcard,0.005555556,0
1620,1,4.921349,creditcard,0,0
3,1,4.748314,creditcard,2.300694444,0
83,1,5.034622,paypal,67.04166667,0
986,1,5.017904,creditcard,0.003472222,0
349,1,4.921318,paypal,0,0
1101,1,4.895263,creditcard,0,0
576,2,4.52458,creditcard,9.848611111,0
2000,1,4.742303,creditcard,352.0958333,0
631,1,4.921349,paypal,237.65,0
888,1,5.040929,creditcard,0.004166667,0
2000,1,4.836982,creditcard,0,0
324,1,4.836982,paypal,0,0
1584,1,4.505662,creditcard,0.001388889,0
897,1,5.040929,creditcard,0,0
2,1,5.017904,paypal,0,0
7,1,4.745402,creditcard,6.986805556,0
2,1,5.034622,storecredit,1.188194444,0
30,1,4.965339,creditcard,0,0
2,1,5.040929,creditcard,0.002777778,0
2000,1,5.017904,paypal,250.9388889,0
476,1,5.017904,creditcard,82.75694444,0
2000,1,4.962055,paypal,0.001388889,0
617,1,4.895263,creditcard,0.988194444,0
2,1,4.921349,creditcard,0,0
1530,1,3.954522,creditcard,0.011805556,0
2000,1,4.836982,creditcard,0.000694444,0
7,1,4.742303,paypal,0,0
1603,1,4.886641,creditcard,0,0
531,1,4.836982,creditcard,0,0
400,1,4.876771,creditcard,399.9791667,0
2,1,4.836982,creditcard,1.047222222,0
907,1,4.742303,creditcard,0,0
143,1,4.965339,storecredit,0,0
1823,1,3.575983,creditcard,269.3638889,0
1861,1,4.057414,creditcard,378.2083333,0
1344,1,5.034622,paypal,0,0
2000,1,4.52458,creditcard,0.022222222,0
97,1,4.962055,storecredit,0,0
2000,1,4.921349,creditcard,0.000694444,0
42,1,4.52458,creditcard,40.97847222,0
755,1,5.017904,paypal,0.007638889,0
166,1,4.876771,creditcard,76.21736111,0
58,1,4.745402,paypal,57.03888889,0
910,1,4.921318,creditcard,0,0
1481,1,4.745402,creditcard,0.007638889,0
995,1,4.895263,creditcard,0,0
5,1,4.965339,creditcard,4.824305556,0
586,1,4.962055,paypal,379.1430556,0
1,1,4.895263,storecredit,0,1
2000,1,5.034622,creditcard,0,0
2000,1,4.921318,creditcard,0.001388889,0
2000,1,4.461622,creditcard,24.02361111,0
2000,1,4.895263,creditcard,0,0
2000,1,4.836982,paypal,0.000694444,0
56,1,4.505662,creditcard,0,0
187,1,4.921318,creditcard,0,0
2000,1,4.876771,paypal,207.7708333,0
3,1,4.505662,paypal,0.002083333,0
1,1,4.921318,paypal,0.000694444,1
15,1,4.921318,creditcard,0,0
745,1,4.962055,creditcard,0,0
111,1,4.505662,paypal,102.2743056,0
121,1,4.876771,paypal,0,0
1997,1,4.921349,paypal,0,0
30,1,5.040929,creditcard,11.1875,0
1111,1,4.505662,creditcard,0,0
1265,1,4.742303,creditcard,0,0
96,2,4.52458,paypal,95.49444444,0
1754,1,4.921349,storecredit,0,0
1794,1,4.886641,storecredit,3.970138889,0
542,1,4.836982,creditcard,0,0
1505,1,3.066058,creditcard,5.502083333,0
1556,1,4.748314,creditcard,0.004861111,0
2000,1,4.836982,creditcard,95.52361111,0
14,1,4.748314,storecredit,13.89583333,0
228,1,5.040929,creditcard,189.1840278,0
486,1,4.895263,creditcard,371.4090278,0
454,1,5.034622,creditcard,0,0
1717,1,4.962055,creditcard,0,0
2000,1,4.962055,creditcard,0,0
1562,1,4.505662,creditcard,0.002083333,0
1933,1,4.876771,creditcard,847.7972222,0
117,1,4.52458,creditcard,0.020833333,0
3,1,4.748314,creditcard,0.000694444,0
9,1,4.742303,paypal,0,0
2000,1,3.575983,paypal,0,0
133,1,4.52458,creditcard,0,0
117,1,4.921318,creditcard,0.002083333,0
621,1,4.921318,creditcard,620.30625,0
2000,1,4.52458,creditcard,133.5368056,0
173,1,5.040929,creditcard,0,0
112,1,5.040929,paypal,0.015972222,0
9,1,5.034622,creditcard,8.259027778,0
5,1,4.745402,creditcard,4.072222222,0
35,1,3.483951,creditcard,0.000694444,0
2000,1,5.017904,creditcard,1.93125,0
4,1,4.52458,creditcard,0,0
2,1,4.057414,creditcard,1.465972222,0
516,1,4.505662,paypal,0,0
480,1,4.836982,paypal,0,0
47,1,4.921349,creditcard,0,0
557,1,4.962055,creditcard,0.001388889,0
264,1,4.876771,paypal,262.7993056,0
443,1,4.836982,storecredit,0.769444444,0
379,1,4.748314,paypal,40.6625,0
34,1,4.965339,paypal,0.000694444,0
1215,1,4.962055,creditcard,0,0
14,1,4.886641,creditcard,0,0
1932,1,4.461622,paypal,316.5631944,0
2,1,4.895263,creditcard,0,0
149,1,4.52458,creditcard,148.9541667,0
112,2,5.017904,storecredit,0,0
243,1,4.895263,paypal,0,0
24,2,4.886641,creditcard,23.99375,0
2000,1,4.921349,creditcard,0,0
697,1,4.895263,creditcard,0,0
2000,1,4.748314,creditcard,0,0
2000,1,5.017904,creditcard,0.000694444,0
27,1,4.965339,creditcard,13.18680556,0
628,1,4.057414,creditcard,11.27638889,0
1208,1,4.52458,creditcard,85.75763889,0
1055,1,4.886641,creditcard,555.8784722,0
56,1,5.040929,paypal,0.000694444,0
2000,1,4.057414,creditcard,0.020833333,0
2000,1,4.962055,storecredit,0,0
136,1,4.52458,paypal,0,0
4,1,5.034622,creditcard,3.295138889,0
274,1,4.921318,paypal,0.102777778,0
53,1,4.876771,creditcard,0,0
186,1,4.748314,paypal,0.002083333,0
2000,1,4.886641,paypal,4.136805556,0
1036,1,4.745402,paypal,723.9923611,0
1613,1,4.895263,creditcard,0.004166667,0
3,1,4.461622,creditcard,0.379166667,0
55,1,4.876771,paypal,0,0
1968,1,4.921318,creditcard,55.31666667,0
26,1,4.921318,creditcard,0,0
53,1,4.52458,creditcard,52.56458333,0
5,1,5.034622,creditcard,4,0
906,5,4.057414,paypal,874.1472222,0
96,1,4.748314,paypal,0,0
45,1,4.962055,creditcard,0,0
843,1,5.040929,creditcard,0,0
2000,1,4.962055,paypal,150.0506944,0
109,1,4.895263,creditcard,0,0
1826,1,4.745402,creditcard,0,0
552,1,4.921318,creditcard,0.000694444,0
142,4,4.886641,paypal,141.0763889,0
1365,1,4.962055,paypal,0,0
